id,logFC,p.adjust
C6orf89,1.437847647,1.60E-22
MRTFA,1.739515906,1.60E-22
ZNF223,1.426315653,1.60E-22
MYL11,1.659367624,1.60E-22
MAD2L1BP,1.510160071,1.60E-22
LBX1,1.480131747,1.63E-22
TFAP4,1.732045294,1.63E-22
LINC01558,4.365268753,1.64E-22
SEPTIN7P14,1.3412099,1.64E-22
SHISAL2A,1.543233006,1.64E-22
DIO3OS,1.393614429,1.65E-22
LCN1,1.327871035,1.66E-22
TEK,1.403945612,1.66E-22
C18orf32,1.527024182,1.66E-22
CPSF3,1.724102029,1.67E-22
RFC4,1.638572335,1.69E-22
NTN4,1.516853788,1.70E-22
BNIP2,1.527941859,1.70E-22
NOS3,1.154517965,1.71E-22
FAT3,1.821676329,1.74E-22
PCDHGA11,2.107567088,1.74E-22
RCC1,6.088549147,1.75E-22
LINC02912,1.338046512,1.76E-22
KMT2B,1.713826376,1.76E-22
IGSF10,1.518256971,1.76E-22
OCA2,1.263667012,1.77E-22
SPTBN1,5.326772829,1.78E-22
SH2D3C,1.923535612,1.78E-22
E2F6,1.863620771,1.78E-22
KRT2,1.442709347,1.80E-22
CAPN8,1.364548488,1.81E-22
ZNF19,1.268807018,1.82E-22
QRSL1,1.886001582,1.83E-22
BANP,1.692053424,1.83E-22
PITRM1,2.244808224,1.86E-22
ZNF317,1.198820412,1.88E-22
AP1S1,1.513496512,1.89E-22
TSPYL4,1.445142641,1.91E-22
UBR5,1.550284,1.91E-22
NXPE3,1.248497965,1.92E-22
ANXA4,1.903600976,1.93E-22
GLRX3,1.435671912,1.93E-22
NUDT16-DT,1.546740641,1.95E-22
NUMB,1.648557629,1.95E-22
KSR1,2.462186835,1.97E-22
ALS2,1.557741941,1.97E-22
IL2RB,2.679452159,1.97E-22
NEDD1,1.384096212,1.98E-22
UBE2U,1.615495118,1.99E-22
WDR59,1.796614471,2.02E-22
RCN1,1.440650671,2.03E-22
SYTL1,1.753349135,2.05E-22
LINC01222,1.997875118,2.06E-22
KPTN,1.125120359,2.06E-22
CLEC4F,2.182907435,2.06E-22
OTX2-AS1,1.236874153,2.07E-22
SLC22A31,1.290615747,2.08E-22
ZNF571-AS1,2.509214306,2.11E-22
MIR4290HG,1.371483229,2.12E-22
CD8B,1.369865735,2.13E-22
BTBD7,1.494757218,2.14E-22
GPSM3,1.430001,2.14E-22
CATSPER2,1.186989747,2.16E-22
LOHAN2,1.508988412,2.17E-22
ENPEP,1.591332294,2.18E-22
USP53,1.401217247,2.18E-22
GLI1,6.157865388,2.19E-22
WNT1,1.241001312,2.19E-22
GGTA1,1.548940606,2.20E-22
CRX,1.421428882,2.20E-22
KDELR3,1.785676471,2.22E-22
XGY2,1.440482371,2.25E-22
GJB1,2.236397641,2.26E-22
G0S2,1.364492265,2.27E-22
CDC26,2.844929806,2.29E-22
XAB2,1.534456912,2.29E-22
COL6A5,1.437307576,2.31E-22
HLA-F-AS1,1.653485782,2.31E-22
PDE1C,1.937889424,2.32E-22
SLC16A8,1.365893335,2.33E-22
AGL,7.291351018,2.34E-22
CACNG6,2.004463365,2.34E-22
S100A9,1.600057565,2.35E-22
PLPP6,1.790646424,2.36E-22
FGA,2.285258541,2.38E-22
RRH,1.865839559,2.40E-22
DCAF4L1,1.543095,2.40E-22
TMEM265,1.382329594,2.41E-22
LINC00895,1.367431629,2.44E-22
FTSJ1,2.134668765,2.45E-22
IL17RA,1.713414841,2.47E-22
PEG3-AS1,7.0682069,2.47E-22
EIF1AY,1.423084671,2.49E-22
KAT5,3.586665712,2.51E-22
USP44,1.790313524,2.52E-22
CYP19A1,2.173786671,2.53E-22
PALM,2.264259947,2.57E-22
RBPMS2,2.029929882,2.60E-22
TAF15,2.406955382,2.60E-22
CCDC87,1.465025688,2.62E-22
ZNF275,1.581515706,2.65E-22
NXT2,4.3529949,2.66E-22
RASL12,1.367681512,2.69E-22
H2BC12L,1.290935971,2.78E-22
C12orf60,3.380619488,2.79E-22
DCAF11,2.079536059,2.79E-22
ASB11,1.388736512,2.79E-22
SLC25A40,1.339373829,2.81E-22
ALDH1A2-AS1,1.513604176,2.81E-22
YDJC,1.753425947,2.81E-22
SFRP5,1.460352776,2.82E-22
LGALS8-AS1,1.464449165,2.82E-22
MRPL22,1.523191982,2.84E-22
TMCO4,1.521603653,2.85E-22
TENT4B,1.580077194,2.87E-22
MATN2,1.6338078,2.90E-22
IL1A,1.305841765,2.90E-22
DDR2,1.385059624,2.92E-22
MIEN1,1.557905665,2.93E-22
CRH,0.962042471,2.93E-22
SMNDC1,2.807897453,2.98E-22
SCOC,-2.098494459,2.98E-22
KCNIP1,4.428631488,2.99E-22
RGS7,2.543030406,2.99E-22
SCGB3A2,1.312026659,3.00E-22
WWC2-AS2,1.556660447,3.00E-22
KDM3A,1.525502288,3.01E-22
PPP1R14A,1.2800432,3.01E-22
ATP2A1-AS1,1.988627659,3.02E-22
KCNC1,1.494032188,3.04E-22
CIMAP1B,2.281367765,3.05E-22
HDDC3,1.8108656,3.12E-22
ANKRD60,1.677472365,3.12E-22
FLI1,1.969247729,3.15E-22
LINC00324,1.692685429,3.18E-22
RHOQ,2.3202208,3.19E-22
MIRLET7D,2.057914076,3.19E-22
TYMSOS,1.182149329,3.20E-22
IGLV2-5,1.411432806,3.20E-22
LHFPL4,2.422743129,3.20E-22
LINC01656,1.239841288,3.20E-22
TSPEAR-AS2,1.210255282,3.22E-22
PICALM,2.374858594,3.22E-22
LINC01821,1.430129047,3.24E-22
LOC780529,2.109979124,3.24E-22
AP1M1,1.367058482,3.27E-22
KLHL8,1.993801112,3.31E-22
ATG4A,5.209639329,3.38E-22
SNORA65,2.280576794,3.39E-22
COX11,1.835534829,3.39E-22
PDHX,1.966996353,3.41E-22
ZNF81,1.276559465,3.42E-22
UBE2M,2.312875571,3.43E-22
FOXK2,1.546694065,3.44E-22
MYOT,2.657853165,3.46E-22
RPL7L1,2.8804129,3.46E-22
FARP2,1.219164112,3.51E-22
TMEM132C,1.493308688,3.51E-22
HLA-J,1.657749165,3.53E-22
ELANE,2.266666859,3.53E-22
MIR4296,1.364069188,3.55E-22
C16orf86,1.618609018,3.58E-22
LINC00555,1.411631012,3.63E-22
LINC00592,1.212639335,3.64E-22
SPTBN2,1.545218341,3.66E-22
HOXB9,1.9734793,3.66E-22
ZNF503-AS1,1.600173459,3.66E-22
PRSS50,1.555225453,3.66E-22
NEGR1-IT1,1.374400106,3.67E-22
RBM12B-AS1,1.255386235,3.69E-22
ZW10,1.412768935,3.70E-22
LILRB3,1.898389453,3.73E-22
FCF1,3.822301029,3.73E-22
UBAP1L,1.560135494,3.75E-22
LINC01816,1.872501841,3.78E-22
CCDC47,1.925174859,3.82E-22
TTC21A,1.538349706,3.82E-22
MTHFS,1.276807,3.85E-22
JMJD8,1.5401576,3.89E-22
PPIA,2.525744518,3.89E-22
ITGAX,1.517232124,3.93E-22
CNNM1,1.561935447,3.93E-22
KAT6B,1.5490024,4.00E-22
TRIM45,3.167128571,4.00E-22
ZNF667,1.438397771,4.01E-22
NPHP3,1.616067188,4.01E-22
BAHD1,1.7842721,4.06E-22
IGLV4-60,2.066131329,4.06E-22
MKLN1,1.255000141,4.07E-22
CEP97,1.787507106,4.08E-22
APOF,1.206506329,4.09E-22
DNM1P46,1.278999235,4.11E-22
IMPA1,5.098183776,4.12E-22
SORCS1,1.282737071,4.25E-22
SYNGR4,2.139093676,4.26E-22
PPIP5K2,2.488275076,4.27E-22
FBXO30,1.403612312,4.34E-22
EDEM1,1.514602818,4.36E-22
GPR89B,1.749287388,4.43E-22
SRI,1.359788029,4.43E-22
NKX6-3,1.630000206,4.44E-22
DCAF8,3.3133276,4.46E-22
PAQR8,3.317186306,4.52E-22
MTG1,1.5948416,4.54E-22
RGN,1.774967118,4.57E-22
SKIC2,1.578148853,4.57E-22
COX5A,1.976824265,4.58E-22
LOC613266,1.569740976,4.59E-22
SCNN1G,2.857542788,4.59E-22
TRAF4,2.331988988,4.60E-22
CLRN3,2.306710418,4.61E-22
F2RL2,2.731521153,4.62E-22
TXNRD2,2.138888565,4.62E-22
ZC3HAV1,1.674202512,4.63E-22
ZNF677,0.985642529,4.63E-22
LINC00658,1.439524347,4.63E-22
TRIM37,1.933189035,4.65E-22
HLA-DOB,1.799466882,4.66E-22
LOC284898,1.692725159,4.69E-22
PLCB3,1.246110335,4.69E-22
LINC02325,1.4735859,4.70E-22
LOC102723506,1.641115165,4.71E-22
LOC101928833,1.400534512,4.74E-22
GUCY1A2,2.109304018,4.78E-22
MTNR1B,1.704747359,4.78E-22
FSTL5,1.924521153,4.79E-22
LOC101928446,1.194031141,4.82E-22
KANSL3,1.703751994,4.83E-22
TTTY13,1.950611976,4.83E-22
LINC00477,1.3884354,4.84E-22
SPHKAP,1.966083653,4.85E-22
MYH14,1.434486153,4.89E-22
ANKRD36C,1.647045547,4.90E-22
ACAD8,2.2849726,4.91E-22
FITM1,1.307364647,4.92E-22
KRT4,1.706916018,4.92E-22
AFG1L,1.320203894,4.94E-22
LINC01700,1.644097382,5.01E-22
CFAP97D1,2.133073147,5.07E-22
DEFB125,1.245961724,5.10E-22
TCN1,1.085810176,5.16E-22
PCDHB14,2.282343094,5.18E-22
INO80D,1.767112229,5.24E-22
TMEM143,2.238026159,5.25E-22
LCN6,1.4890982,5.25E-22
ISG20,2.274089171,5.30E-22
HIRIP3,1.521315782,5.34E-22
SGK2,1.490947682,5.36E-22
ZMYND8,1.578877959,5.38E-22
C1QTNF2,2.238482618,5.40E-22
TAX1BP3,1.313048476,5.41E-22
NUDT17,1.490233494,5.42E-22
DPPA4,1.477744876,5.43E-22
DTHD1,2.101197471,5.44E-22
CCDC144BP,1.667085088,5.45E-22
OTUD1,4.308000912,5.48E-22
C3orf52,1.543720041,5.54E-22
ITPRID1,1.671481712,5.54E-22
MGAT5B,0.9883781,5.68E-22
TNIK,4.146642935,5.70E-22
RNF126P1,4.382160488,5.72E-22
MRPL21,0.985389965,5.78E-22
MTR,1.2628757,5.87E-22
JOSD2,1.453920412,5.88E-22
SENP8,1.894821782,5.91E-22
PRKCA-AS1,2.046380682,5.91E-22
ESYT3,1.533990253,5.93E-22
TNFAIP8L1,1.392652147,5.97E-22
ZNF718,1.261824306,6.03E-22
PCDH12,1.580687994,6.05E-22
BDP1,1.615353782,6.07E-22
IHH,-3.115901724,6.08E-22
MC4R,2.200779829,6.11E-22
SNX16,1.896909076,6.17E-22
NDUFAF3,2.157451388,6.19E-22
TRPM2,1.351425912,6.23E-22
NFE2L3,2.384636047,6.24E-22
ITIH6,1.157962306,6.26E-22
ZKSCAN1,1.831634959,6.26E-22
LINC02535,1.579725706,6.28E-22
MIB2,1.447498518,6.38E-22
ZNF583,1.252352953,6.49E-22
TAF7,3.175760329,6.52E-22
MAPK11,1.723696318,6.54E-22
ICA1,1.539012806,6.55E-22
NEGR1,1.739316571,6.56E-22
TAS2R39,1.365714594,6.61E-22
GALNT16,1.603429824,6.63E-22
POTEKP,4.148866535,6.67E-22
GPX7,1.498140635,6.73E-22
GSDMC,1.937158718,6.80E-22
FAM161B,1.364006982,6.82E-22
SEMA3A,1.947328082,6.83E-22
DCAF16,1.644864941,6.91E-22
LOC285819,2.696416759,6.93E-22
GPR15LG,1.780066047,7.01E-22
TRIM52-AS1,1.152765053,7.03E-22
ESRRB,3.162983759,7.07E-22
MYG1,1.648985382,7.11E-22
PLEKHM2,1.329393424,7.16E-22
MBTPS2,2.247618724,7.18E-22
OR6W1P,1.309149688,7.19E-22
BCL2L2,1.377758418,7.22E-22
PIEZO2,1.743081812,7.24E-22
IRF6,1.599276706,7.25E-22
OR2C3,1.753107788,7.25E-22
LOC101928211,1.481913335,7.26E-22
TMBIM1,1.657447053,7.26E-22
LINC02712,1.217983565,7.28E-22
LINC01990,2.121100547,7.32E-22
MTURN,1.963938812,7.33E-22
NLRX1,1.461127224,7.40E-22
KDM6B,1.162248182,7.43E-22
AKNA,2.070899224,7.43E-22
VDR,2.142971418,7.44E-22
FGF10-AS1,1.273691682,7.48E-22
FHL2,2.003839706,7.54E-22
LINC00705,1.252877406,7.55E-22
MAGEE1,1.384426076,7.57E-22
BMP3,1.462073271,7.60E-22
PIGY,1.528390941,7.60E-22
TDP2,4.521250812,7.66E-22
JUP,3.107482971,7.66E-22
FOLR2,1.587559371,7.66E-22
PRPF3,1.539603824,7.70E-22
ATG2A,1.573535124,7.71E-22
ZNF621,1.459474524,7.71E-22
ZNF606,2.233375206,7.73E-22
KRT3,1.575615141,7.74E-22
SLC35F6,1.491254324,7.79E-22
THSD1,6.443571788,7.92E-22
MMP7,-2.160122429,7.97E-22
DBF4,1.510021271,7.98E-22
FCN2,1.305440776,7.99E-22
RNF6,7.953598071,8.02E-22
CNOT10,1.980582029,8.04E-22
C5orf22,1.508978406,8.04E-22
IGH,1.395026265,8.09E-22
OR51J1,4.440725441,8.11E-22
NEURL1,1.502845294,8.15E-22
TNFRSF9,4.395920894,8.40E-22
SIKE1,1.503439018,8.42E-22
RNF183,2.150587506,8.49E-22
TTTY8,1.795133076,8.55E-22
CELSR2,1.551124706,8.55E-22
ANK2,2.458884041,8.57E-22
RBM10,2.002039812,8.59E-22
INSM1,1.498578853,8.62E-22
GRPEL2,1.365632318,8.65E-22
ZNF318,1.7129113,8.74E-22
ADGRG4,1.273316194,8.77E-22
PYGL,1.676171288,8.79E-22
CERS6,1.161403,8.79E-22
INPP4A,1.294183971,8.82E-22
PCDHGB7,1.407334118,8.83E-22
ADH5,2.347317494,8.95E-22
ACADS,5.993414094,8.97E-22
TTC17,4.960530106,9.04E-22
CCDC13-AS2,1.065907106,9.04E-22
CSF2,1.8842884,9.05E-22
GNMT,1.383447929,9.07E-22
ROBO4,1.548218912,9.07E-22
SEPTIN8,2.161820988,9.12E-22
ZZZ3,1.659385382,9.19E-22
CFDP1,1.637330294,9.20E-22
ZSCAN22,1.439522935,9.29E-22
IFNK,1.964992847,9.30E-22
CTNNA1,1.563953782,9.38E-22
ZBTB7A,1.705639729,9.47E-22
EFNA4,1.611634988,9.47E-22
LZIC,1.3974569,9.47E-22
IL5,2.608042418,9.49E-22
SETDB1,1.266209841,9.50E-22
ZNF57,1.259614918,9.52E-22
PDE8B,1.492954253,9.65E-22
POLE,1.694137506,9.68E-22
FCHO2,-1.482822606,9.74E-22
PIBF1,2.417372165,9.85E-22
DGAT2-DT,1.776681076,9.87E-22
LINC02270,1.043647082,9.97E-22
LRR1,1.924329212,9.97E-22
MIF-AS1,1.430141759,1.00E-21
PATL2,1.582365047,1.00E-21
SLC44A1,4.252123976,1.00E-21
LOC102723996,1.708940853,1.02E-21
HAVCR2,1.533262818,1.02E-21
SSBP3-AS1,1.546258182,1.03E-21
PIGK,1.476034688,1.04E-21
TLX1,2.472451606,1.04E-21
GPR137B,1.703825488,1.04E-21
GATA1,1.821602488,1.04E-21
RSPH14,1.515032735,1.04E-21
SPACA4,1.3665754,1.05E-21
SPPL2A,1.335133988,1.05E-21
STARD4,2.599915388,1.05E-21
ERCC6L2-AS1,1.335667182,1.05E-21
LOC101928306,-5.037723471,1.06E-21
ABITRAM,1.618669353,1.06E-21
LINC03040,1.70515,1.06E-21
VPS26C,1.799722176,1.06E-21
PKLR,1.5699646,1.07E-21
SLC44A5,1.447189953,1.07E-21
DNM3,1.421687947,1.08E-21
PTPRZ1,6.969256165,1.08E-21
LINC01069,1.566991194,1.09E-21
GNRH2,1.274914671,1.09E-21
DEFB108B,2.584824735,1.09E-21
KCNK10,1.406876965,1.10E-21
OTUD3,1.457166976,1.10E-21
LIPG,2.123632365,1.11E-21
ZNF232,2.616951429,1.11E-21
TMED4,1.414900506,1.11E-21
UACA,1.066133841,1.11E-21
VTN,1.478290718,1.11E-21
GLS,2.933421594,1.11E-21
GATB,2.064007612,1.12E-21
GRHL1,1.356163335,1.13E-21
KLHL15,1.484663035,1.13E-21
MSH4,1.795570829,1.14E-21
CYB5R3,1.161384753,1.14E-21
SGMS2,6.096794829,1.14E-21
SPAG8,4.397729,1.15E-21
SLC25A25-AS1,2.2377671,1.16E-21
DROSHA,1.508617165,1.16E-21
EPB41L4B,1.748012147,1.17E-21
VPS8,1.497540929,1.17E-21
CDKN2A-AS1,2.047029129,1.17E-21
IP6K2,2.086637982,1.18E-21
MACF1,1.417636453,1.18E-21
CD40LG,1.847650024,1.18E-21
SUGT1P3,1.524468606,1.20E-21
LINC00261,1.454065688,1.20E-21
IFNA21,2.060770306,1.20E-21
ATP2B2,1.501192665,1.20E-21
MTDH,1.127256447,1.21E-21
BRWD3,2.127985582,1.21E-21
SHCBP1L,1.801687353,1.23E-21
RREB1,1.757794488,1.23E-21
FST,1.524134365,1.23E-21
MPPE1,1.335302529,1.23E-21
KDM4B,1.568670494,1.25E-21
NELFB,1.733175735,1.25E-21
UFC1,1.386015512,1.25E-21
LRRC37BP1,2.098610624,1.28E-21
LINC00698,1.642085318,1.30E-21
ZNF518B,1.325795447,1.32E-21
LINC01687,1.387317559,1.35E-21
CD80,1.3394225,1.35E-21
PPP3CC,2.434006324,1.36E-21
HTR3A,1.553664441,1.37E-21
TAAR8,1.212589629,1.37E-21
CLRN1-AS1,1.417023682,1.38E-21
ADGRB3,1.337665018,1.39E-21
IFI6,1.657937941,1.40E-21
LTB4R2,2.843520171,1.40E-21
TBATA,1.114196659,1.40E-21
HHIP,2.629479871,1.41E-21
LINC00205,1.234851818,1.41E-21
TMEM109,1.995039159,1.41E-21
ANKRD44,1.879659547,1.44E-21
RBMXL2,1.946961265,1.46E-21
LINC01242,1.202731147,1.46E-21
RPL17,2.037568712,1.48E-21
LRRC4C,1.711041053,1.48E-21
CTDP1,3.121722435,1.49E-21
SPSB1,2.1126917,1.50E-21
LOC105369213,1.266001365,1.51E-21
POMC,1.422888565,1.52E-21
TAF6L,2.885497329,1.54E-21
COL4A6,-1.983078818,1.55E-21
ROPN1,1.415085047,1.55E-21
LINC02504,1.716971688,1.56E-21
BORCS7,1.716125494,1.56E-21
ANKEF1,1.420077288,1.57E-21
ATP6AP1-DT,1.101850059,1.57E-21
GRB7,2.4948366,1.57E-21
CSRP2,1.647911653,1.57E-21
GPRASP1,1.169872141,1.57E-21
EPOP,1.783919,1.60E-21
IMMP1L,1.168273976,1.62E-21
LRRC52,1.819042353,1.62E-21
SFMBT1,1.703909629,1.62E-21
AKAP8,1.900365141,1.62E-21
ZDHHC1,1.509735065,1.62E-21
LINC01204,1.755922976,1.64E-21
LOC100287387,1.3119597,1.64E-21
MPDU1,2.057555618,1.65E-21
RNF215,1.693755882,1.65E-21
CAMK1,1.595031547,1.66E-21
MFNG,1.449987971,1.69E-21
METRN,1.314083906,1.70E-21
LINC00028,1.567066547,1.72E-21
LIN52,1.769801835,1.72E-21
IGSF22,1.375994182,1.73E-21
KRTAP4-5,1.9412018,1.73E-21
CAP2,1.328467112,1.74E-21
RTN4R,1.585913253,1.77E-21
ACOT4,2.556602424,1.77E-21
NOX3,2.3479719,1.77E-21
KRTAP2-1,1.630174888,1.78E-21
WDR76,1.279389224,1.80E-21
ZNF470,2.451529718,1.80E-21
CPLANE1,1.255443065,1.80E-21
TMPRSS13,2.774500441,1.83E-21
NUF2,1.433075547,1.83E-21
PDILT,2.036031976,1.83E-21
VN1R5,2.155564388,1.84E-21
UTS2R,1.759243382,1.84E-21
LOC105369477,1.735095729,1.85E-21
DENND4B,1.504801524,1.85E-21
MBOAT7,2.2752787,1.85E-21
MTAP,1.134968388,1.86E-21
LINC01798,1.566062024,1.87E-21
LINC00208,1.175637871,1.87E-21
EPHB1,1.407703547,1.89E-21
HBD,3.106977659,1.90E-21
METTL8,1.506106759,1.91E-21
VAMP8,2.990565647,1.92E-21
OR7D2,1.111454906,1.93E-21
LOC105369167,1.507847265,1.93E-21
ZCCHC14,1.948638253,1.93E-21
TLN1,4.212872429,1.94E-21
RFPL2,3.093440188,1.94E-21
RBMY2BP,1.423515224,1.95E-21
SPAAR,1.5955021,1.98E-21
TRIML2,2.968074718,1.98E-21
CYP2A13,1.563164594,2.00E-21
MYO1F,1.727110447,2.00E-21
ANXA1,9.798632835,2.01E-21
LOC101927516,1.167345647,2.01E-21
LOC339975,1.050314688,2.01E-21
FBXO10,1.358584782,2.02E-21
RAB32,1.285952071,2.02E-21
ADSS1,1.521494594,2.03E-21
OGDH,1.480683318,2.03E-21
ACOX1,1.3164348,2.04E-21
LY6K,4.356636135,2.06E-21
SP1,3.466931659,2.07E-21
ZDHHC24,2.843171206,2.07E-21
EZR,2.096204388,2.08E-21
MIB1,3.434502529,2.08E-21
PIGX,1.483117988,2.09E-21
ACTN1,3.228064918,2.09E-21
COL4A1,1.590285788,2.09E-21
ZFP57,1.652039876,2.10E-21
TNFRSF10A,2.511165441,2.12E-21
CCDC178,1.253190376,2.13E-21
CASTOR1,1.318517747,2.16E-21
TECPR2,1.833746882,2.17E-21
ZDHHC4,1.6093343,2.19E-21
SLC6A17,2.289097082,2.20E-21
COG8,1.157176876,2.20E-21
DMRT2,1.626629206,2.21E-21
ATP5MK,1.663253635,2.21E-21
METTL21C,1.8684797,2.21E-21
ACAD10,1.410291306,2.21E-21
LINC03064,1.660889335,2.22E-21
IDH3A,2.778017406,2.22E-21
KYNU,1.679655265,2.24E-21
XPO7,3.365373365,2.24E-21
LINC01566,1.801731147,2.26E-21
PKNOX1,1.079477006,2.27E-21
LOC101927040,1.735451776,2.30E-21
MUSTN1,1.475413641,2.34E-21
ATP5F1E,2.217850612,2.35E-21
ARSD,7.006846594,2.37E-21
UBA2,2.989782271,2.38E-21
TRIM41,2.358954982,2.40E-21
EGFEM1P,1.136601565,2.41E-21
MTERF1,1.553620359,2.44E-21
LINC00905,1.667887135,2.44E-21
CTBP1-DT,1.432944341,2.46E-21
RAB4A,1.828998447,2.49E-21
ARL11,2.078595235,2.52E-21
INSL6,1.698472671,2.54E-21
RTL10,1.801676253,2.56E-21
ATP2A3,1.907712741,2.56E-21
GABARAPL1,1.257426294,2.57E-21
LINC01904,1.203112947,2.62E-21
NR4A2,2.649576282,2.63E-21
PNRC2,1.210741835,2.70E-21
TRMT61A,1.711016282,2.70E-21
KRTAP4-4,2.453704153,2.71E-21
ERCC5,5.195017159,2.72E-21
FEZ2,2.086090676,2.72E-21
GOT1L1,1.173206665,2.74E-21
METTL16,1.589860112,2.76E-21
GRM6,1.639922959,2.81E-21
IGHG1,1.495229924,2.84E-21
CRLS1,1.3904343,2.85E-21
LOC105378997,1.367243829,2.85E-21
PDCD2,1.618182335,2.88E-21
CLMN,2.869184194,2.89E-21
KRT17,1.335176541,2.92E-21
MUC15,1.593755171,2.94E-21
ADAM7,1.550467424,2.96E-21
DHCR7,2.492817412,2.97E-21
CRLF2,1.402601753,2.97E-21
NOD2,1.552762088,2.97E-21
STX4,1.785906353,3.00E-21
MPL,1.4841818,3.00E-21
MACROH2A2,2.507922129,3.03E-21
LINC02363,4.284241724,3.06E-21
MRNIP-DT,1.862006071,3.07E-21
PABPN1,1.205504065,3.09E-21
INTS8,1.586156729,3.09E-21
SRSF9,4.090020088,3.09E-21
LOC101928491,1.217909276,3.10E-21
LINC01526,1.558260253,3.17E-21
FLRT2-AS1,1.727872829,3.17E-21
NUDT16,2.634952229,3.19E-21
ARHGAP42,1.382913541,3.19E-21
SSPN,1.498245982,3.20E-21
NLGN4X,1.341926288,3.20E-21
EXO5,1.227078306,3.21E-21
ATP11C,1.168416129,3.21E-21
JRKL,1.784308041,3.22E-21
ZNF652,1.335583229,3.24E-21
GMEB2,2.364480824,3.24E-21
KIAA1671,1.809359118,3.25E-21
VPS50,1.4787464,3.26E-21
NPIPB3,1.806083006,3.27E-21
CP,1.240215412,3.29E-21
DENND4A,1.517143453,3.29E-21
FAM151A,1.310873924,3.30E-21
LOC101927950,2.068883976,3.32E-21
PAPPA,1.674926812,3.33E-21
LOC100505942,2.503790941,3.35E-21
TTYH3,2.172327247,3.40E-21
BRMS1L,1.465299229,3.40E-21
ACP3,1.689908982,3.42E-21
CEP164,1.835720024,3.43E-21
PCARE,1.336956982,3.45E-21
SLC14A2,1.496162788,3.45E-21
LOC102724434,1.721378241,3.48E-21
FRMD3,1.771393476,3.53E-21
TIMD4,3.939006712,3.57E-21
ZNF334,1.6145297,3.57E-21
EOLA2,4.725548212,3.60E-21
ZNF354A,2.423145424,3.60E-21
POU4F2,2.322916806,3.62E-21
SP2,1.665991794,3.63E-21
TPPP3,2.506898388,3.64E-21
GP5,1.179514512,3.67E-21
NDUFV1-DT,1.381562953,3.69E-21
BCL11A,1.500703265,3.69E-21
KCNJ2,5.630506035,3.76E-21
PITPNM1,1.594765671,3.81E-21
ZNF555,1.6641683,3.84E-21
TP53TG5,1.481187871,3.84E-21
MAOB,1.507254959,3.85E-21
CIMIP2A,1.2472868,3.88E-21
SPTAN1,1.784939012,3.91E-21
BOD1L2,1.307458553,3.94E-21
MAG,4.124202953,3.95E-21
SMC2,1.3197643,3.95E-21
EFCAB3,1.633330888,3.98E-21
NUS1,-2.769720665,4.04E-21
TPRG1,1.574178959,4.05E-21
PCBP3,3.173295476,4.06E-21
ITPR2,3.488688829,4.06E-21
KCNS1,1.314197718,4.11E-21
MYH2,1.786229559,4.12E-21
LCMT2,2.087890912,4.12E-21
SLC35G1,1.539749647,4.12E-21
TMCC3,4.2784523,4.16E-21
MTF1,1.430406918,4.20E-21
FAM229A,2.5000486,4.24E-21
LINC00473,1.309548518,4.25E-21
SCIN,4.806370318,4.32E-21
DYRK3,1.596898141,4.33E-21
LTBP4,1.096937476,4.33E-21
GPR156,1.553083276,4.34E-21
PCDHB7,1.192996959,4.37E-21
CDK2AP2,3.385305153,4.39E-21
SNTG1,3.161777129,4.43E-21
UBE2I,1.319067929,4.45E-21
NDUFB11,1.464463453,4.46E-21
KIF1A,1.860024553,4.49E-21
LOC101928988,2.267291035,4.51E-21
ARMC10,1.325219082,4.55E-21
LRRC56,1.705794506,4.55E-21
OTOGL,1.071251553,4.55E-21
LRCH3,1.456510247,4.56E-21
F9,1.350814359,4.63E-21
COMMD1,1.391503018,4.66E-21
PDRG1,1.535756547,4.67E-21
RTN4IP1,1.508034082,4.74E-21
TRAV12-2,1.908954318,4.82E-21
TMEM266,1.016853871,4.86E-21
CIDEB,1.513944194,4.87E-21
WDR47,1.576755718,4.91E-21
CIB2,3.369326035,4.92E-21
STAG1,1.910561365,4.95E-21
LIN28B,1.332424994,5.01E-21
ZNF300,1.650174788,5.01E-21
SLC33A1,1.2752592,5.07E-21
CAVIN1,1.203923382,5.11E-21
SIM2,1.169152288,5.14E-21
SNHG28,1.823913435,5.16E-21
AGO2,1.533301665,5.18E-21
COL1A1,-2.384572153,5.23E-21
UST-AS1,2.242394629,5.29E-21
HOXA11-AS,1.3541258,5.31E-21
FAM86B3P,0.888358706,5.32E-21
HVCN1,2.211544876,5.40E-21
DNAJC8,9.801573729,5.42E-21
LOC100507403,2.196696647,5.43E-21
LZTS2,1.573038706,5.44E-21
MTCP1,1.707107859,5.46E-21
RNPEP,1.9947601,5.51E-21
FBXO11,9.810457471,5.56E-21
PCCA,1.124650565,5.57E-21
THAP4,3.953091712,5.59E-21
PKIA,1.583468724,5.60E-21
RLN2,1.744320094,5.63E-21
TFCP2L1,1.580499253,5.64E-21
AKR1E2,1.354209271,5.74E-21
PSMG3,2.550268706,5.74E-21
LOC105376196,2.282529982,5.79E-21
LINC02591,1.573828776,5.80E-21
NIPA1,6.105588841,5.89E-21
LINC03021,1.176481365,5.95E-21
OGN,1.169332712,5.95E-21
GPATCH8,1.547461388,5.96E-21
CADM3,1.995757382,5.99E-21
INHBA-AS1,1.430251765,6.03E-21
SHROOM3,1.585682635,6.04E-21
ZNF689,1.775966794,6.04E-21
SPTSSA,1.738602441,6.05E-21
